ID,createdAt,createdBy,modifiedAt,modifiedBy,requisitionNumber,requester_ID,plant_ID,requestDate,requiredDate,status,priority,justification,estimatedValue,currency_code
887d33cf-1b7a-5e27-b6b4-7bbaa94ed405,2026-02-18T08:00:00Z,system,2026-02-18T08:00:00Z,system,PR0000000166,d925509d-9c4c-55ac-990d-b19752aa437c,cb89079f-b137-594d-b7f6-f3803900b013,2026-02-18,2026-03-17,APPROVED,NORMAL,Replacement of worn equipment,4332.17,EUR
6201d48a-13f3-52be-801a-667405c288fe,2026-01-29T08:00:00Z,system,2026-01-29T08:00:00Z,system,PR0000000167,d925509d-9c4c-55ac-990d-b19752aa437c,12473360-94f1-5fba-a391-36ce9d7f31be,2026-01-29,2026-04-13,COMPLETED,NORMAL,Replacement of worn equipment,350773.58,EUR
d9e6d8f0-9773-5ceb-b735-f49aede48d61,2025-10-29T08:00:00Z,system,2025-10-29T08:00:00Z,system,PR0000000168,cbe963d2-a4e6-5ec1-a15f-948ff5630895,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2025-10-29,2026-01-09,ORDERED,NORMAL,Replacement of worn equipment,11641.63,EUR
eafca5b4-4115-5560-95d6-9ce3b75c7c92,2026-06-19T08:00:00Z,system,2026-06-19T08:00:00Z,system,PR0000000169,aa73552f-c4e3-50c0-ab42-ae08fe8628fc,cb89079f-b137-594d-b7f6-f3803900b013,2026-06-19,2026-08-13,COMPLETED,LOW,Safety stock replenishment,206677.40,EUR
a28a9d5e-8832-5ea7-aaa8-356e362ca20e,2026-03-22T08:00:00Z,system,2026-03-22T08:00:00Z,system,PR0000000170,a8900ba9-a076-5a48-8859-1f3fc1e76071,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-03-22,2026-04-22,APPROVED,URGENT,Warehouse stock below reorder point,98572.91,EUR
3e893df9-6e16-57d8-8478-ead7f9dffd20,2025-12-09T08:00:00Z,system,2025-12-09T08:00:00Z,system,PR0000000171,7a782c7d-e7b1-562f-b8fa-653d0bcf3fab,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2025-12-09,2026-01-13,REJECTED,NORMAL,Safety stock replenishment,422175.80,EUR
9ce4044d-069f-536a-bf0f-64d410e610fc,2025-11-25T08:00:00Z,system,2025-11-25T08:00:00Z,system,PR0000000172,d778b989-a675-5d3f-8009-55dfeceec6f9,e6d386f5-8b03-578e-aca0-68c8e68a10d1,2025-11-25,2025-12-16,APPROVED,HIGH,Production material replenishment,590919.60,EUR
f43d08c0-ad30-527c-9353-5031fb072cf0,2026-02-27T08:00:00Z,system,2026-02-27T08:00:00Z,system,PR0000000173,f911dfb3-26ad-5d1f-b884-074c195d7b36,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-02-27,2026-05-01,REJECTED,NORMAL,Production material replenishment,146345.50,EUR
67bb1961-1d69-5b75-bd6a-f871a315078e,2025-12-07T08:00:00Z,system,2025-12-07T08:00:00Z,system,PR0000000174,f5b4b717-e857-50a0-b0af-aa491c52f9b9,12473360-94f1-5fba-a391-36ce9d7f31be,2025-12-07,2026-01-21,ORDERED,HIGH,Warehouse stock below reorder point,25847.04,EUR
c6374df3-940b-5190-b52c-a1c2b95721c1,2026-05-22T08:00:00Z,system,2026-05-22T08:00:00Z,system,PR0000000175,9e1c4686-2f34-5912-ad37-81df9a7a3278,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-05-22,2026-07-04,CANCELLED,URGENT,Production material replenishment,90474.69,EUR
a0a0bcd8-b7a9-5453-b21a-b7a39423718d,2025-10-17T08:00:00Z,system,2025-10-17T08:00:00Z,system,PR0000000176,0737d81c-800f-585f-8a81-5742f5aa93a6,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2025-10-17,2025-12-14,ORDERED,NORMAL,Safety stock replenishment,4146.05,EUR
36f647ea-ad98-58ec-8085-fdc260a155a7,2026-01-31T08:00:00Z,system,2026-01-31T08:00:00Z,system,PR0000000177,605855ea-5571-58a5-9ec3-f66b7ecc340e,12473360-94f1-5fba-a391-36ce9d7f31be,2026-01-31,2026-04-10,ORDERED,HIGH,Production material replenishment,1204.00,EUR
adc40233-9076-524f-a9fa-8d5c7b8eb305,2026-04-22T08:00:00Z,system,2026-04-22T08:00:00Z,system,PR0000000178,30b1e0cc-485f-52e5-bea8-33b1020594c2,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2026-04-22,2026-06-23,APPROVED,LOW,New project demand,179066.08,EUR
38031137-baf2-5764-8fa9-3baedbb8ca37,2026-06-28T08:00:00Z,system,2026-06-28T08:00:00Z,system,PR0000000179,362bb051-fb3b-5a89-9979-8640133ad18b,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-06-28,2026-07-25,COMPLETED,NORMAL,Replacement of worn equipment,46212.65,EUR
07ffef19-cb8b-5b5d-a1da-a087446c371d,2025-10-07T08:00:00Z,system,2025-10-07T08:00:00Z,system,PR0000000180,c6e566c4-5c48-598a-9eaf-6624035417aa,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-10-07,2025-11-08,APPROVED,NORMAL,Safety stock replenishment,29464.79,EUR
7e4d6ad1-3394-5a55-8899-aff9bc583aad,2026-02-21T08:00:00Z,system,2026-02-21T08:00:00Z,system,PR0000000181,b0637871-bb7d-59e4-8037-d5e1bbe0560a,51ca2c43-9865-5eed-88e1-7efd0be651e9,2026-02-21,2026-04-18,ORDERED,NORMAL,Scheduled maintenance requirement,19980.00,EUR
49484ecb-88b6-5ec0-8a4f-e3e1f8869dd3,2025-11-17T08:00:00Z,system,2025-11-17T08:00:00Z,system,PR0000000182,b519a3ff-3161-5685-8e6b-9063483eb30b,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2025-11-17,2026-01-22,COMPLETED,NORMAL,Warehouse stock below reorder point,85994.70,EUR
3cc54fad-0d1b-5b90-9647-2f73bbacd50f,2025-12-24T08:00:00Z,system,2025-12-24T08:00:00Z,system,PR0000000183,45c1a845-cf9c-5ebb-86b9-5be53a0f2b84,89693957-df41-5038-b06b-8fcd13674f65,2025-12-24,2026-02-26,COMPLETED,NORMAL,Warehouse stock below reorder point,266196.00,EUR
8461f358-1b22-547a-96e5-15ec66d344f2,2026-04-11T08:00:00Z,system,2026-04-11T08:00:00Z,system,PR0000000184,f498e444-d003-5465-be1a-1aeedde95ca3,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2026-04-11,2026-05-08,COMPLETED,NORMAL,Safety stock replenishment,91863.35,EUR
5a1cc8d0-9e7b-5e52-b76d-7e37d2ae8c0a,2025-11-20T08:00:00Z,system,2025-11-20T08:00:00Z,system,PR0000000185,749e799d-dc59-5571-b15c-7d9bf9c77752,e294ac9d-bd77-5078-ba31-f74bebb60488,2025-11-20,2026-01-09,SUBMITTED,HIGH,Safety stock replenishment,260108.50,EUR
ff135240-1b8b-557c-8c41-a83ed6dc1dbc,2025-09-17T08:00:00Z,system,2025-09-17T08:00:00Z,system,PR0000000186,f911dfb3-26ad-5d1f-b884-074c195d7b36,12473360-94f1-5fba-a391-36ce9d7f31be,2025-09-17,2025-11-16,ORDERED,HIGH,Warehouse stock below reorder point,684284.22,EUR
ed61a534-6ce7-5eb2-827b-05ecbeac2d8d,2025-09-07T08:00:00Z,system,2025-09-07T08:00:00Z,system,PR0000000187,24356e6d-8de5-5316-88e3-702cdfd23228,26221d5e-2e66-5ea9-8c4d-30720ed59583,2025-09-07,2025-09-24,ORDERED,NORMAL,Safety stock replenishment,162024.50,EUR
b09f197e-1edb-5e78-909f-ac94aec35200,2026-04-07T08:00:00Z,system,2026-04-07T08:00:00Z,system,PR0000000188,4cc33be3-e381-5651-8754-1dfb4784e453,3cab26fd-f62f-5970-ad42-c321a067cf36,2026-04-07,2026-04-25,APPROVED,NORMAL,Scheduled maintenance requirement,54792.00,EUR
2823d17b-90fd-5dad-aa52-26ea115a2a6c,2026-03-19T08:00:00Z,system,2026-03-19T08:00:00Z,system,PR0000000189,d925509d-9c4c-55ac-990d-b19752aa437c,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2026-03-19,2026-04-05,COMPLETED,HIGH,Production material replenishment,106661.44,EUR
fe3701af-065b-5fb2-bdeb-d3be850f2620,2026-02-15T08:00:00Z,system,2026-02-15T08:00:00Z,system,PR0000000190,43022d67-1e7e-5424-9987-98f2d73d0810,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-02-15,2026-04-26,ORDERED,NORMAL,Scheduled maintenance requirement,342540.20,EUR
ffcb3be2-5313-5f73-9a97-54f6d700af22,2025-12-12T08:00:00Z,system,2025-12-12T08:00:00Z,system,PR0000000191,f498e444-d003-5465-be1a-1aeedde95ca3,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2025-12-12,2026-01-23,COMPLETED,NORMAL,New project demand,19.16,EUR
3845a0cb-8b36-5567-9cdf-36aee44b752c,2025-10-08T08:00:00Z,system,2025-10-08T08:00:00Z,system,PR0000000192,8758fdc7-b73d-58da-9847-91a91303126e,5528724a-ec45-5c0d-ac18-8666390c638c,2025-10-08,2025-10-15,ORDERED,HIGH,New project demand,93683.50,EUR
06230ce9-2dfc-5d38-b3df-630167117336,2026-07-12T08:00:00Z,system,2026-07-12T08:00:00Z,system,PR0000000193,0737d81c-800f-585f-8a81-5742f5aa93a6,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-07-12,2026-08-09,ORDERED,NORMAL,Safety stock replenishment,359985.90,EUR
68892c20-f9b7-587e-8cb4-8718583842a4,2026-02-09T08:00:00Z,system,2026-02-09T08:00:00Z,system,PR0000000194,4cc33be3-e381-5651-8754-1dfb4784e453,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-02-09,2026-02-16,COMPLETED,HIGH,Warehouse stock below reorder point,119542.40,EUR
2cab55aa-a204-5503-8e9f-0774f202f50a,2025-12-09T08:00:00Z,system,2025-12-09T08:00:00Z,system,PR0000000195,d067fd48-952d-58ac-82ab-b2049abe787a,3cab26fd-f62f-5970-ad42-c321a067cf36,2025-12-09,2026-02-18,APPROVED,NORMAL,New project demand,62508.12,EUR
271f2ef5-3dcd-50cc-87de-24c8a3e36eb9,2026-07-09T08:00:00Z,system,2026-07-09T08:00:00Z,system,PR0000000196,c6e566c4-5c48-598a-9eaf-6624035417aa,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-07-09,2026-07-17,APPROVED,NORMAL,New project demand,223355.46,EUR
da787e04-9e82-5539-bebf-a6dd72001153,2025-12-11T08:00:00Z,system,2025-12-11T08:00:00Z,system,PR0000000197,4cc33be3-e381-5651-8754-1dfb4784e453,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2025-12-11,2026-02-14,COMPLETED,NORMAL,Replacement of worn equipment,239103.50,EUR
41522b34-2ded-5694-85f4-d19afe68bbaa,2026-06-17T08:00:00Z,system,2026-06-17T08:00:00Z,system,PR0000000198,4deefa0a-1e41-5a72-a113-c2b82a9ea70b,d425a94e-8ac6-50ba-81e4-27a328a21379,2026-06-17,2026-08-15,SUBMITTED,HIGH,Warehouse stock below reorder point,203951.32,EUR
efbe0477-94b5-5743-8759-d1c7a7066f6e,2026-04-30T08:00:00Z,system,2026-04-30T08:00:00Z,system,PR0000000199,4e5e44a7-230a-5238-af8a-6363cf5be42b,329ee744-d62e-5fc4-a06d-cd6019444aa8,2026-04-30,2026-05-30,ORDERED,NORMAL,Warehouse stock below reorder point,85262.05,EUR
6f991454-739a-579e-a4d7-4cfc94e92063,2026-02-28T08:00:00Z,system,2026-02-28T08:00:00Z,system,PR0000000200,56087fe0-dc48-50ce-a150-f8defa744374,87cb6569-bd40-5e24-8586-da21fbea3a81,2026-02-28,2026-03-07,SUBMITTED,NORMAL,Replacement of worn equipment,70467.61,EUR
89a919a5-e896-568d-94f4-17cb9bcf9b9b,2026-01-02T08:00:00Z,system,2026-01-02T08:00:00Z,system,PR0000000201,d067fd48-952d-58ac-82ab-b2049abe787a,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-01-02,2026-01-24,COMPLETED,NORMAL,Warehouse stock below reorder point,10099.35,EUR
bf0efb71-bca9-5b83-adc8-8183e404892f,2026-03-31T08:00:00Z,system,2026-03-31T08:00:00Z,system,PR0000000202,5941f83b-16e1-5dcd-8dc3-df8d4713fe97,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2026-03-31,2026-05-23,COMPLETED,HIGH,New project demand,4735.82,EUR
b33c2aa1-7a9d-5bd9-9af1-2d02e31cf8a0,2026-07-25T08:00:00Z,system,2026-07-25T08:00:00Z,system,PR0000000203,e662820d-e3c6-5611-bb97-4b7844a2920f,d425a94e-8ac6-50ba-81e4-27a328a21379,2026-07-25,2026-10-04,ORDERED,NORMAL,Warehouse stock below reorder point,715.14,EUR
8e593155-93ed-542c-ac8f-c5bbe82c119a,2026-05-26T08:00:00Z,system,2026-05-26T08:00:00Z,system,PR0000000204,23c98543-9d7c-54ac-9fcb-107847fc2c70,efd8a8e4-0bb8-5f9e-be95-16451417acb0,2026-05-26,2026-08-04,APPROVED,LOW,Safety stock replenishment,173538.80,EUR
b49f62b7-0459-5259-bf50-a0b76b48f230,2026-02-28T08:00:00Z,system,2026-02-28T08:00:00Z,system,PR0000000205,c6e566c4-5c48-598a-9eaf-6624035417aa,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-02-28,2026-03-26,ORDERED,LOW,Production material replenishment,272196.14,EUR
3bf2d38a-d6ac-51ad-8074-5a34f2ee31a4,2025-11-03T08:00:00Z,system,2025-11-03T08:00:00Z,system,PR0000000206,82118fb0-4b2c-5ab5-b817-ec77a960c692,12473360-94f1-5fba-a391-36ce9d7f31be,2025-11-03,2025-12-17,SUBMITTED,NORMAL,Safety stock replenishment,241617.00,EUR
0c8ff860-11d0-56ee-9735-a94d27ed876b,2026-01-21T08:00:00Z,system,2026-01-21T08:00:00Z,system,PR0000000207,e662820d-e3c6-5611-bb97-4b7844a2920f,efd8a8e4-0bb8-5f9e-be95-16451417acb0,2026-01-21,2026-03-09,REJECTED,LOW,New project demand,128692.93,EUR
a343ef79-7e6d-5037-bd7f-2415ad3323fc,2026-01-12T08:00:00Z,system,2026-01-12T08:00:00Z,system,PR0000000208,3ff49664-5bf3-5a7a-831a-b66f133487c8,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-01-12,2026-02-15,APPROVED,NORMAL,Safety stock replenishment,79769.17,EUR
0023f01e-c03d-58ed-a46b-60368c1fcc8c,2026-01-15T08:00:00Z,system,2026-01-15T08:00:00Z,system,PR0000000209,4d8f6fc4-cd1e-5487-b09f-9668e6b5c3b6,cb89079f-b137-594d-b7f6-f3803900b013,2026-01-15,2026-02-02,APPROVED,NORMAL,Safety stock replenishment,73779.00,EUR
7c656756-ace3-5e37-8d48-10d69193932e,2026-05-31T08:00:00Z,system,2026-05-31T08:00:00Z,system,PR0000000210,e662820d-e3c6-5611-bb97-4b7844a2920f,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2026-05-31,2026-07-01,APPROVED,HIGH,Warehouse stock below reorder point,55036.64,EUR
05492d51-9a20-5726-b62e-d50aa53423d5,2025-11-30T08:00:00Z,system,2025-11-30T08:00:00Z,system,PR0000000211,f5b4b717-e857-50a0-b0af-aa491c52f9b9,89693957-df41-5038-b06b-8fcd13674f65,2025-11-30,2025-12-26,APPROVED,LOW,Replacement of worn equipment,196513.45,EUR
5de4802b-2d34-5e2e-915d-acf61b1e9ce2,2026-06-30T08:00:00Z,system,2026-06-30T08:00:00Z,system,PR0000000212,9346443d-a34f-5651-a81b-4979fe19e4d8,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-06-30,2026-07-11,COMPLETED,URGENT,Warehouse stock below reorder point,253719.45,EUR
fc765d32-9636-5026-b96e-09911152c1a6,2025-09-13T08:00:00Z,system,2025-09-13T08:00:00Z,system,PR0000000213,e5f6eca5-efd9-5b50-b3e2-8885e65c411d,3cab26fd-f62f-5970-ad42-c321a067cf36,2025-09-13,2025-09-22,APPROVED,NORMAL,Replacement of worn equipment,507750.37,EUR
9fb67f80-a54f-582e-a0bc-878f39739893,2026-06-29T08:00:00Z,system,2026-06-29T08:00:00Z,system,PR0000000214,c6e566c4-5c48-598a-9eaf-6624035417aa,e6d386f5-8b03-578e-aca0-68c8e68a10d1,2026-06-29,2026-08-08,SUBMITTED,HIGH,Warehouse stock below reorder point,448512.70,EUR
081ad7bf-e372-579c-9f57-d99e4a3e0fea,2025-12-31T08:00:00Z,system,2025-12-31T08:00:00Z,system,PR0000000215,ef2ba588-e5f9-591f-9a01-16a28aec4a68,e294ac9d-bd77-5078-ba31-f74bebb60488,2025-12-31,2026-03-08,ORDERED,HIGH,Replacement of worn equipment,8536.88,EUR
6e303c0c-5d5b-5482-b980-6031fc0680c5,2025-10-05T08:00:00Z,system,2025-10-05T08:00:00Z,system,PR0000000216,43022d67-1e7e-5424-9987-98f2d73d0810,89693957-df41-5038-b06b-8fcd13674f65,2025-10-05,2025-12-08,DRAFT,HIGH,Scheduled maintenance requirement,1444.38,EUR
b8c5e680-ff67-50f9-a03f-75ba283f1f32,2026-06-09T08:00:00Z,system,2026-06-09T08:00:00Z,system,PR0000000217,784d909a-03fe-5442-985a-f87c223ba14e,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-06-09,2026-08-18,COMPLETED,NORMAL,New project demand,10828.60,EUR
6eec3610-cbb8-50f2-8a9c-95594dd7eb3b,2026-05-30T08:00:00Z,system,2026-05-30T08:00:00Z,system,PR0000000218,5941f83b-16e1-5dcd-8dc3-df8d4713fe97,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2026-05-30,2026-08-04,APPROVED,NORMAL,Scheduled maintenance requirement,130746.11,EUR
67663b44-0db9-5ed8-a736-ac39b3cf8cd0,2026-02-22T08:00:00Z,system,2026-02-22T08:00:00Z,system,PR0000000219,f911dfb3-26ad-5d1f-b884-074c195d7b36,261d0783-3954-5ee6-baf2-f9e37bbb725b,2026-02-22,2026-04-24,COMPLETED,NORMAL,Warehouse stock below reorder point,598334.50,EUR
395889d3-07e0-5cbd-bdde-2418f11e6273,2026-05-17T08:00:00Z,system,2026-05-17T08:00:00Z,system,PR0000000220,f00a2c4c-64cd-5064-b954-6cdd3ff4da8f,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-05-17,2026-05-30,APPROVED,LOW,Scheduled maintenance requirement,24313.05,EUR
a889cf62-6df6-5f1c-980b-766c85c6c767,2025-11-14T08:00:00Z,system,2025-11-14T08:00:00Z,system,PR0000000221,9566bb19-9176-52c9-8eea-1c1f82d4a01b,113d871c-fdd0-59b0-922b-71a1f17a7a5b,2025-11-14,2026-01-03,COMPLETED,NORMAL,Replacement of worn equipment,81548.85,EUR
03a6c424-14e6-546c-b4b5-b56126693b34,2025-11-13T08:00:00Z,system,2025-11-13T08:00:00Z,system,PR0000000222,784d909a-03fe-5442-985a-f87c223ba14e,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2025-11-13,2025-12-23,APPROVED,URGENT,Scheduled maintenance requirement,558363.10,EUR
f30a001b-6367-51c7-a811-47c1d0ebcf7f,2026-04-29T08:00:00Z,system,2026-04-29T08:00:00Z,system,PR0000000223,3ff49664-5bf3-5a7a-831a-b66f133487c8,e6d386f5-8b03-578e-aca0-68c8e68a10d1,2026-04-29,2026-06-16,ORDERED,LOW,Production material replenishment,219423.85,EUR
4ba625df-7d89-5426-b042-f3a623bfb5fc,2026-04-25T08:00:00Z,system,2026-04-25T08:00:00Z,system,PR0000000224,4b293d94-100e-5c47-9833-e5ff185c7eba,87cb6569-bd40-5e24-8586-da21fbea3a81,2026-04-25,2026-07-05,ORDERED,HIGH,Scheduled maintenance requirement,76657.86,EUR
90249327-c572-5a1b-8cef-c24cf26e174b,2026-07-09T08:00:00Z,system,2026-07-09T08:00:00Z,system,PR0000000225,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,5528724a-ec45-5c0d-ac18-8666390c638c,2026-07-09,2026-09-18,CANCELLED,NORMAL,Production material replenishment,181084.23,EUR
2959a91d-c19d-52b2-87f4-31ec8f56c8da,2025-09-20T08:00:00Z,system,2025-09-20T08:00:00Z,system,PR0000000226,605855ea-5571-58a5-9ec3-f66b7ecc340e,e294ac9d-bd77-5078-ba31-f74bebb60488,2025-09-20,2025-11-05,SUBMITTED,HIGH,New project demand,623260.85,EUR
a940114d-e72e-5fe1-8471-1c98452412e8,2026-06-01T08:00:00Z,system,2026-06-01T08:00:00Z,system,PR0000000227,749e799d-dc59-5571-b15c-7d9bf9c77752,12473360-94f1-5fba-a391-36ce9d7f31be,2026-06-01,2026-07-31,COMPLETED,HIGH,Warehouse stock below reorder point,466014.75,EUR
19f7a401-9ab8-5c1f-90d8-272cfbf569bb,2025-10-01T08:00:00Z,system,2025-10-01T08:00:00Z,system,PR0000000228,605855ea-5571-58a5-9ec3-f66b7ecc340e,5528724a-ec45-5c0d-ac18-8666390c638c,2025-10-01,2025-10-23,COMPLETED,HIGH,Production material replenishment,6650.97,EUR
61b38d2a-c15a-56af-8138-5d87c75edcdf,2026-06-08T08:00:00Z,system,2026-06-08T08:00:00Z,system,PR0000000229,d925509d-9c4c-55ac-990d-b19752aa437c,e294ac9d-bd77-5078-ba31-f74bebb60488,2026-06-08,2026-08-08,ORDERED,NORMAL,Replacement of worn equipment,101017.77,EUR
83d5a6a5-30b6-5fc5-85b5-d13b236d3a68,2026-07-12T08:00:00Z,system,2026-07-12T08:00:00Z,system,PR0000000230,ed77b70d-2e2b-5e0f-926d-7d5913ba9acd,34b80a58-c167-5ea6-9b2c-d151aa2ea5a3,2026-07-12,2026-08-03,SUBMITTED,URGENT,Replacement of worn equipment,41894.32,EUR
eea12378-2517-59c1-9263-567419337e93,2026-01-10T08:00:00Z,system,2026-01-10T08:00:00Z,system,PR0000000231,a8900ba9-a076-5a48-8859-1f3fc1e76071,78e17b4f-64d9-5a1f-8e02-e8a798b67ff0,2026-01-10,2026-02-16,ORDERED,NORMAL,Safety stock replenishment,222911.25,EUR
789d3a50-616e-57b7-ba8f-5190ffe7881e,2026-02-27T08:00:00Z,system,2026-02-27T08:00:00Z,system,PR0000000232,45c1a845-cf9c-5ebb-86b9-5be53a0f2b84,283bb6f3-df62-5cb4-9d4b-a62afcbbb11d,2026-02-27,2026-03-30,COMPLETED,HIGH,Replacement of worn equipment,97690.00,EUR
eff2d7fc-4e05-53db-ad03-a5fa2ad23aaf,2026-05-23T08:00:00Z,system,2026-05-23T08:00:00Z,system,PR0000000233,9e1c4686-2f34-5912-ad37-81df9a7a3278,03aef187-5272-56c7-bfc4-cf8b61ecf06b,2026-05-23,2026-07-05,SUBMITTED,NORMAL,Production material replenishment,125225.27,EUR
0fddf3f4-78fb-5299-aa22-c82b9e245102,2025-09-15T08:00:00Z,system,2025-09-15T08:00:00Z,system,PR0000000234,2cd38cf3-5347-5c8e-9bec-7cbfde8bcfb8,51ca2c43-9865-5eed-88e1-7efd0be651e9,2025-09-15,2025-10-10,ORDERED,NORMAL,New project demand,708231.10,EUR
aa8bb9eb-b350-5059-a5cc-b57655d615f2,2025-09-28T08:00:00Z,system,2025-09-28T08:00:00Z,system,PR0000000235,5f639525-25c5-54fa-aa87-ccfe5b39776a,521489a3-799d-50a5-9448-eeaa409714d1,2025-09-28,2025-11-03,APPROVED,NORMAL,Replacement of worn equipment,137970.50,EUR
272c8a8e-cb1a-5a0f-8cc3-f10235e33da9,2026-05-20T08:00:00Z,system,2026-05-20T08:00:00Z,system,PR0000000236,40fc93b9-abcc-5006-b3bc-584cd180694b,521489a3-799d-50a5-9448-eeaa409714d1,2026-05-20,2026-07-15,SUBMITTED,HIGH,Scheduled maintenance requirement,177390.00,EUR
102e25dd-1bed-50f2-b98a-a11f7e07632b,2026-04-01T08:00:00Z,system,2026-04-01T08:00:00Z,system,PR0000000237,aa73552f-c4e3-50c0-ab42-ae08fe8628fc,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2026-04-01,2026-06-07,CANCELLED,HIGH,Safety stock replenishment,13593.60,EUR
3ef93852-cda3-53cb-bbc7-afb4a2ded734,2025-11-04T08:00:00Z,system,2025-11-04T08:00:00Z,system,PR0000000238,23c98543-9d7c-54ac-9fcb-107847fc2c70,0450cf2b-52b5-5c7a-95b0-bbdc67bca724,2025-11-04,2026-01-03,COMPLETED,NORMAL,New project demand,385242.25,EUR
40b7aadd-e8ed-5039-93d3-62a0cf371915,2025-10-14T08:00:00Z,system,2025-10-14T08:00:00Z,system,PR0000000239,4cc33be3-e381-5651-8754-1dfb4784e453,d425a94e-8ac6-50ba-81e4-27a328a21379,2025-10-14,2025-10-31,DRAFT,HIGH,Scheduled maintenance requirement,297374.92,EUR
f9f03cb3-b8b7-5ddc-b40b-ebaef1f40ca9,2025-10-04T08:00:00Z,system,2025-10-04T08:00:00Z,system,PR0000000240,b0637871-bb7d-59e4-8037-d5e1bbe0560a,5528724a-ec45-5c0d-ac18-8666390c638c,2025-10-04,2025-11-11,REJECTED,NORMAL,Production material replenishment,4216.65,EUR
54c7fdad-7224-5afe-a141-4c8451713d5b,2025-12-04T08:00:00Z,system,2025-12-04T08:00:00Z,system,PR0000000241,a8900ba9-a076-5a48-8859-1f3fc1e76071,12473360-94f1-5fba-a391-36ce9d7f31be,2025-12-04,2025-12-11,ORDERED,NORMAL,Warehouse stock below reorder point,37175.25,EUR
1625abfe-7699-5959-b4be-8ba160e518ac,2026-01-19T08:00:00Z,system,2026-01-19T08:00:00Z,system,PR0000000242,4e216c0a-c972-5f8b-9c46-6350e9b7fcd3,5b8df29c-4f7d-5b45-b24c-0b5a197ae2b0,2026-01-19,2026-02-20,APPROVED,HIGH,Scheduled maintenance requirement,568.60,EUR
7d02542e-d57b-57af-80cf-cab7562e3a3b,2026-04-09T08:00:00Z,system,2026-04-09T08:00:00Z,system,PR0000000243,9346443d-a34f-5651-a81b-4979fe19e4d8,3e8df789-1fad-5f45-9e4e-ae08a2240191,2026-04-09,2026-04-23,APPROVED,NORMAL,Safety stock replenishment,186184.15,EUR
14bcf046-b2c8-568f-9824-47dfaa2116c0,2026-04-25T08:00:00Z,system,2026-04-25T08:00:00Z,system,PR0000000244,ed77b70d-2e2b-5e0f-926d-7d5913ba9acd,329ee744-d62e-5fc4-a06d-cd6019444aa8,2026-04-25,2026-05-14,APPROVED,NORMAL,New project demand,137189.26,EUR
01e93f1c-77fe-5d30-b339-fcf980a91352,2026-03-25T08:00:00Z,system,2026-03-25T08:00:00Z,system,PR0000000245,43022d67-1e7e-5424-9987-98f2d73d0810,261d0783-3954-5ee6-baf2-f9e37bbb725b,2026-03-25,2026-05-30,COMPLETED,HIGH,Production material replenishment,266040.20,EUR
2145b224-e910-5019-94f4-9f5487f642a6,2026-03-17T08:00:00Z,system,2026-03-17T08:00:00Z,system,PR0000000246,b519a3ff-3161-5685-8e6b-9063483eb30b,5528724a-ec45-5c0d-ac18-8666390c638c,2026-03-17,2026-04-13,ORDERED,HIGH,New project demand,9434.60,EUR
5d5bacfc-5e05-5481-8b67-de395f790b7f,2025-11-23T08:00:00Z,system,2025-11-23T08:00:00Z,system,PR0000000247,5f639525-25c5-54fa-aa87-ccfe5b39776a,329ee744-d62e-5fc4-a06d-cd6019444aa8,2025-11-23,2025-12-21,APPROVED,URGENT,Scheduled maintenance requirement,3581.79,EUR
d9045e97-98ad-5e01-86e7-b43c5b4438ba,2025-12-23T08:00:00Z,system,2025-12-23T08:00:00Z,system,PR0000000248,d14b0728-f72c-5fc0-a4ba-8ff48ceaa3cc,d425a94e-8ac6-50ba-81e4-27a328a21379,2025-12-23,2026-02-21,SUBMITTED,NORMAL,New project demand,23085.00,EUR
